ID, ideology, leadership, name, party, description, introduced_bills_115, cosponsored_bills_115, unique_cosponsors_115, total_cosponsors_115
412705, 0.629191889417, 0.164315813503, Higgins [LA3], Republican, centrist Republican follower , 17, 131, 39, 59
412699, 0.659850832997, 0.252912060459, Rooney [FL19], Republican, centrist Republican follower , 11, 162, 60, 97
412738, 0.697805867559, 0.117369461186, Norman, Republican, moderate Republican follower, 5, 196, 27, 30
412682, 0.479608377535, 0.100823128806, O’Halleran, Democrat, centrist Democratic follower, 14, 260, 36, 50
412724, 0.61123505571, 0.208456739143, Kustoff, Republican, centrist Republican follower , 8, 95, 65, 73
412731, 0.646023492503, 0.451657966638, Gallagher, Republican, centrist Republican, 11, 200, 180, 225
412735, 0.606681091516, 0.056076316449, Estes, Republican, centrist Republican follower , 8, 83, 7, 15
412736, 0.583187879015, 0.0124491430129, Gianforte, Republican, centrist Republican follower , 13, 73, 3, 4
412703, 0.598867330757, 0.144994390475, Hollingsworth, Republican, centrist Republican follower , 7, 98, 36, 40
412726, 0.655547140215, 0.050019624336, Arrington, Republican, centrist Republican follower , 5, 137, 11, 15
412737, 0.592236699162, 0.0, Handel, Republican, centrist Republican follower , 3, 76, 1, 1
412740, 0.550812263474, 0.0838560065923, Curtis, Republican, centrist Republican follower , 3, 48, 19, 26
412744, 0.494684338879, 0.0157355056276, Lamb, Democrat, centrist Democratic follower, 0, 2, 0, 0
